docID,fashion,fashion,fashion,fashion,"life and style","life and style",fashion,fashion,fashion,music,fashion,fashion,fashion,fashion,fashion,fashion,fashion,"life and style",film,film,fashion,fashion,fashion,"television & radio",fashion,fashion,environment,technology,"life and style","television & radio",fashion,"television & radio",fashion,fashion,technology,"life and style",fashion,fashion,fashion,fashion,fashion,fashion,music,fashion,fashion,fashion,fashion,fashion,film,"television & radio",film,fashion,fashion,fashion,film,"life and style",music,"life and style","life and style",environment,film,film,fashion,fashion,fashion,music,"life and style",fashion,fashion,music,music,environment,music,"television & radio",technology,film,music,fashion,technology,environment,technology,fashion,music,technology,technology,film,fashion,environment,film,"life and style",environment,environment,fashion,fashion,"television & radio","television & radio",film,"television & radio",fashion,film,fashion,technology,"life and style","life and style",fashion,fashion,environment,"life and style",fashion,technology,fashion,environment,music,environment,"life and style",film,fashion,"life and style",fashion,fashion,music,environment,"television & radio",fashion,fashion,"life and style",fashion,"television & radio",music,"television & radio",environment,fashion,"life and style",environment,fashion,environment,"life and style",environment,fashion,music,fashion,technology,fashion,"life and style","life and style",fashion,film,fashion,"life and style",fashion,technology,music,fashion,fashion,environment,"life and style"
fashion,1,0.023347637325231,0.080938579185988,0.0032688273985251,0.0072071798806479,0.024602753320584,0.004802004342039,0.041878648331144,0.0072537510022869,0.012085927360909,0.10671819624808,0.017802318968017,0.035270181148319,0,0.017226338499249,0.18176054064465,0.036646731339253,0.022235431945444,0.012893049623203,0.024955086996808,0.017239519622276,0.054965459731163,0.075179275710909,0.022702730190847,0.019699263155319,0.057693455160192,0.017389150012248,0.0058737955941916,0.052484957177017,0.032848080413556,0.052831363947393,0.021476636799341,0,0.029007073910951,0.006007215863951,0.012770288655338,0.040968538331722,0.12792047901885,0.10413788512854,0.064279624835269,0.030300947370839,0.014506285332231,0.015572085066047,0.11959078719632,0.022096803002035,0.09181021731305,0.01686404135556,0.057310326057899,0.0040600130978986,0.020725359398021,0.015121302532468,0.017591238990204,0.20859929021838,0.012194450126753,0.012315294734653,0.0087502564132494,0.0094576020231685,0.018364357133413,0.035763408253283,0.0018215788124094,0.016246004375858,0.033839689381584,0.000217059571966,0.010564780962558,0.024385880410852,0.0034089297290649,0.071523134588163,0.030528117639264,0.0082816078052171,0.01557050922753,0.021017253477173,0.015619591302743,0.012636420612475,0.017091167172282,0.014873663665404,0.0077346371752785,0.0022186895908598,0.024293085424052,0.014847269216064,0.015315664230207,0.032609714852059,0.013898352037313,0.008900088111151,0.0045431079432793,0.01481069653256,0.0073279766740035,0.017081376850559,0.0073121435371784,0.054196973601069,0.057928967153599,0.0087503446687049,0.006797620822537,0.050005422557584,0.032284480628063,0.023079249249745,0.024584790738156,0.016192060941799,0.024938783759343,0.042016364553766,0.0064214300017508,0.12042483077038,0.025067144285447,0.017646675216379,0.045450161007553,0.033279543085188,0.03814851024911,0.0024916717850584,0.0097173610841959,0.013269374892235,0.0053778937134589,0.021326893291789,0.017816141082835,0.013644352719959,0.030928506655745,0.016833643310175,0.020023047859439,0.02701429940734,0.023139684990208,0.013511334245666,0.008903830765408,0.021017253477173,0.024138728964519,0.021705441354177,0.044376925312854,0.059552690851144,0.063218750966562,0.0095466152313895,0.021154926034032,0.0093308180073987,0.016523794527194,0.015227023235859,0.012333465147402,0.0074049517542279,0.012891841305194,0.017721690451776,0.0095015759150663,0.015633336912172,0.013902067883718,0.020367320455886,0.0098044025395026,0.027704463828635,0.010015671736574,0.008072561191613,0.0037011515479683,0.029987728942993,0.084141665309186,0.012460312084067,0.041397860924809,0.012739585528023,0.056112417394354,0.015648841883694,0.0039471889876014,0.023468140438478,0.015481512333262,0.0045938947335035,0.035069556323912
fashion,0.023347637325231,1,0.032851822606062,0.0023164924447469,0.009182349309548,0.05513813814244,0.010274112673026,0.021396026279999,0.012917226822012,0.042482693814892,0.046041326218152,0.0020573154917894,0.016344010111576,0.0076778752185335,0.0099855192244289,0.0124332537636,0.015115227080282,0.018693574221082,0.013310277796749,0.020217534819595,0.0059192907223202,0.0070341777299467,0.026469640484445,0.015754406524134,0.0072903815454808,0.02925015456936,0.027443053976002,0.0080513627088674,0.036465296491607,0.030571736617072,0.042466040845423,0.011019845330116,0,0.026123713845154,0.006984164535791,0.022608359496621,0.030189232628173,0.030958041083597,0.013123653958866,0.01187706071396,0.0073255038225654,0.011935733639149,0.017302365677213,0.051953044065161,0.011450174462472,0.0068727193311734,0.015494430378797,0.031404820298406,0.012801255707064,0.014847198860766,0.094811419621359,0.018984573800577,0.0325950365868,0.016984381877815,0.0045683725369936,0.019828772773891,0.020667045331848,0.02632069358789,0.040256081601883,0.0012702034535262,0.023760224555089,0.040240504957286,0.017095193555832,0.010126671247209,0.0073862496986074,0.010704978041155,0.073292163418034,0.047827611302549,0.0088107012878732,0.017300614740575,0.019162099878311,0.017586496081995,0.035543399907393,0.042360333091482,0.02361524447151,0.010803470644068,0.039187113888026,0.013482791578746,0.021869469813904,0.0040253986249917,0.023490624735194,0.043934734777098,0.012388676631207,6.4010620269574E-5,0.014109505285874,0.010563619803326,0.013499659855455,0.0047169238186846,0.021118211610082,0.017694411898366,0.0029089801299819,0.0061675759259843,0.025798313492073,0.051170168700943,0.039234763916643,0.0040392073186521,0.0029152957861855,0.019985657581231,0.05156845330724,0.019419883966872,0.082861750714751,0.012965265313621,0.021448290021386,0.037485687259203,0.023351786807977,0.028877825867476,0.010292427850886,0.022505088268573,0.033007411637884,0.0053874755379279,0.0042860478790561,0.0070052654716586,0.028571354999509,0.0060653112165702,0.010583754588397,0.027930815294671,0.021136135280173,0.011379586243516,0.016283418761656,0.0075675407905285,0.019162099878311,0.0084223257865966,0.0081084561988521,0.058013415436542,0.033591425173971,0.039503526941518,0.034377778643116,0.0098310805607892,0.0074361079025646,0.0085045752861133,0.0040021012131784,0.027732282259078,0,0.0049562775613711,0.027774337828561,0.0025379804418136,0.014708098904094,0.0048028916135167,0.0092744311164659,0.025520384039294,0.02714741582342,0.011262086367298,0.014768968053747,0.030021716208206,0.021616126138908,0.025222869879411,0.020773385442484,0.031734947286406,0.052908867509983,0.04063016413915,0.022375912538877,0.0039896712542153,0.019127693940631,0.017624135242887,0.0036320841965195,0.028292056194641
fashion,0.080938579185988,0.032851822606062,1,0.028190270650286,0.023650539267053,0.04336942645608,0.031383756143855,0.040828233216418,0.040872113778831,0.021946034564955,0.12650041397968,0.013152961477309,0.048158647379051,0.023833900306607,0.033474226814276,0.027416789397255,0.037603405718781,0.056398462500935,0.02300641928066,0.070069933522785,0.021550684496522,0.065624990189177,0.097431037127565,0.038336652901676,0.015966129134183,0.065619264420008,0.036548369990586,0.012197399379608,0.057487300530236,0.053758961991391,0.10708340117188,0.036992729870745,0.014745799795364,0.08890117296569,0.025114077794706,0.040280358340763,0.057426974481822,0.086773000995923,0.093264264868841,0.06052344782292,0.035219770861047,0.019925136364326,0.046050587468465,0.11179171375574,0.031402109985334,0.0093469333929651,0.070282469951261,0.082184720065792,0.034928593830376,0.031464028611811,0.037496872292532,0.017615421397206,0.045385351575105,0.046784738098901,0.040523615499876,0.038219770689802,0.020795551312845,0.060338529302385,0.024345933787004,0.011835273335929,0.044112668348902,0.07286380967525,0.025586339957596,0.02991591648656,0.030013318809561,0.028584821635261,0.039704324771943,0.051718148413915,0.026249436163567,0.046399745021838,0.033815916105161,0.04270839909351,0.015227314158469,0.040143600218922,0.020069983154582,0.029409365337589,0.020663418129524,0.014130908195168,0.023667206168196,0.025877603906106,0.037347110831556,0.089129436808221,0.041886110758914,0.0084830688402828,0.018119329741067,0.034391935296992,0.061957589370739,0.0090505995401176,0.062914557060642,0.040799795979792,0.020968588329887,0.017703934512515,0.08113393367758,0.095774075792403,0.048249344692788,0.029402505758975,0.014237129743845,0.03667814936045,0.058931717494572,0.024524602402249,0.15042707037682,0.032651167787216,0.023090270846183,0.040525826102024,0.050813135582453,0.054056443146829,0.0091649245965044,0.028731526297641,0.025367369162258,0.014468395960536,0.070599232954247,0.014937497574422,0.025388407428579,0.020113090531452,0.031353719388393,0.041559208526927,0.038655951481659,0.037086564899199,0.03793901684643,0.020665602181064,0.033815916105161,0.029896576724704,0.023515365169236,0.068288396791571,0.066544523379652,0.037993341039109,0.065760045156342,0.026106297847414,0.027099090316951,0.021058928320179,0.025727834591037,0.019343428693056,0.013093402080154,0.024463282339079,0.047941623661132,0.016826914917397,0.029395150922034,0.010419494633513,0.030494518819808,0.025808109781226,0.042381109829592,0.023948973981352,0.022393442584149,0.026012797057615,0.058191587339862,0.056510679944953,0.045702003700033,0.059685438492559,0.030716586171448,0.088368566980902,0.040631589216178,0.020068510099231,0.046910671402855,0.0058752948723099,0.014376625321771,0.059511651527543
fashion,0.0032688273985251,0.0023164924447469,0.028190270650286,1,0.006531558632464,0.0089458151317635,0.022512222679565,0.0091370822262804,0.0086923105561319,0.0056712644814752,0.04373432594528,0.061176839768768,0.014271900640125,0.0097055662871597,0.0049268369881217,0.004164318291969,0.012823700360345,0.079669639340351,0.0032764858761485,0.010505932096765,0.0066548279573864,0.019546941534323,0.010071261271144,0.024820441559268,0.031389182400419,0.013302754500954,0.0079486487741762,0.00050524496579723,0.013899268563424,0.028939348643642,0.020352483131546,0.0085133623468678,0.0001774377640047,0.0071983088387783,0.004598307587478,0.017192424733898,0.048870335392854,0.049485238589313,0.0020352496169271,0.011677190803836,0.031573047225386,0.0038259040569441,0.016450468653081,0.019926112866455,0.0048424024004949,0.011975988489756,0.0050686814548051,0.0081581206299373,0.0016787159524763,0.0045312019259035,0.0076250330366085,0.0024573568080725,0.0044923604806321,0.02769147555032,0.0055183401283562,0.0089914569254184,0.0086423684630184,0.016293742664693,0.018701406397941,0.0035329976570833,0.0072337118122238,0.027911008735595,0.0025004343212561,0.047123796631334,0.0024888072215169,0.0027347821091558,0.0018427614384098,0.0047148808966431,0.0024252125389147,0.016448803925331,0.028092716164812,0.011107798227801,0.005810015873303,0.0062965267504777,0.0027615901641279,0.0016785255817333,0.0031546162925546,0.0082081549335154,0.005294584590376,0.0055256120081167,0.0086559128082533,0.010908255591104,8.9344095447314E-5,0.0023213209407161,0.0038393167903721,0.016638107388935,0.0045657504519667,0.0016790275174732,0.02359928850283,0.01151009844285,0.044332636873459,0.021556479813881,0.030681697781676,0.029259786423836,0.012973081703472,0.0012837188323264,0.0029892114090741,0.0065378683733662,0.007902775663449,0.013995524287303,0.019702723609747,0.012140285986385,0.026986716895583,0.016279514708518,0.0087588364432996,0.008480586065862,0.010052937537341,0.0047657236670374,0.0039207902908174,0.0053883654288284,0.016274982426837,0.0010756225173588,0.016036969628701,0.005393332655805,0.051418287503553,0.0094281261118308,0.010499921948034,0.0057386636479526,0.0041869203131213,0.080476828351104,0.028092716164812,0.01357053187574,0.0062499996900176,0.0050502227937369,0.011430076345619,0.055907391454795,0.0050770586085897,0.010373457598647,0.011032073048114,0.0050645253338475,0.005493631955837,0.0051301843712918,0.0064917517928634,0.0040849219946118,0.017701084741562,0.0038003359943307,0.020205697659746,0.0090558897799992,0.026753689402541,0.0058765254116452,0.009904022040114,0.016198552440391,0.0063015907367907,0.013303845096319,0.035019161021584,0.0047273377201797,0.0044702271360729,0.001701343311402,0.0071659766591242,0.033268063012259,0.011222558297558,0.0059601104840961,0.0096569185711843,0.17963781710972,0.0019105291760632,0.043850684531096
"life and style",0.0072071798806479,0.009182349309548,0.023650539267053,0.006531558632464,1,0.025524246630959,0.011984468005386,0.018977312930481,0.0075296855817683,0.027667552474878,0.022194541337035,0.0061859535959145,0.027918300521245,0.01558838661574,0.0013957423539215,0.018175735039157,0.025638298811127,0.011009419654681,0.0059623986002005,0.039893679536577,0.013963196451364,0.029274034748203,0.026502052343669,0.029608547331805,0.013320533991778,0.012955359805974,0.031210720915496,0.018658252557037,0.02512262240311,0.033455848668264,0.023620967634481,0.022604763479186,0.010050112233711,0.016586015557573,0.019602292238487,0.010603028787028,0.011528398986827,0.007040832218984,0.01094112599151,0.030199314794924,0.0087832749982594,0.0081004802188089,0.017805567892572,0.023159161352287,0.015328848299634,0.01369287317398,0.0087800537219978,0.021652444297458,0.01909602339756,0.021379915137797,0.012717020080146,0.0076767039177261,0.030395171982243,0.019268010325077,0.041684568961629,0.022653905889949,0.019782478458786,0.017509057655811,0.026522637511323,0.024013915083653,0.023273782765357,0.043271178341751,0.018861393688779,0.023402777120611,0.0038907695860394,0.02372562837899,0.019268469429924,0.030878898901153,0.017796814853833,0.017803766033695,0.025625835081404,0.049074139386696,0.0012915950228083,0.016897727821172,0.025703199676466,0.017806587705067,0.023913626126118,0.0084083728703301,0.029866528784713,0.021274611210497,0.019777172145353,0.031592759456159,0.02626497723243,0.0023593145970511,0.014646802523019,0.052242404230319,0.0077309303625714,0.025947342290596,0.021012695607105,0.038442231332168,0.0073303021759486,0.015743210194475,0.04461310482041,0.022543260355087,0.014586775010437,0.01587788176914,0.022064750883788,0.059220823735642,0.017320835945804,0.023554709014247,0.043140110964544,0.011271701322892,0.026166345869849,0.037718799515978,0.02219992858189,0.018985287449507,0.016795981635401,0.0074929059391908,0.024263332036307,0.053384199457981,0.012516106314511,0.034949930012011,0.025720319409945,0.024900527917272,0.028789164030667,0.030173199251922,0.033949029812981,0.01120349214665,0.017634913090156,0.014593722539583,0.025625835081404,0.028304069750828,0.012076558031977,0.012986340499449,0.012916223152401,0.028620475366846,0.022280479566251,0.0268130563168,0.0037828591335717,0.017133318709024,0.021151482192798,0.017094721131672,0.0035621608229804,0.025757433906994,0.016471976865977,0.014147410440662,0.018804295727976,0.0091185397942966,0.031884516891719,0.022940155181838,0.0050849186171805,0.016024378782616,0.017318768290677,0.030764881872712,0.015918660589519,0.019426970071793,0.030106042240826,0.021034960587192,0.010264840653493,0.038525391568095,0.025792537796646,0.026842593765135,0.012734096854034,0.017794469378904,0.011006499525139,0.026303555635266
"life and style",0.024602753320584,0.05513813814244,0.04336942645608,0.0089458151317635,0.025524246630959,1,0.013491650803766,0.046951745516605,0.020781244896072,0.056449616093159,0.064762499039962,0.0069464678020866,0.045754138892001,0.0015752284333558,0.017227142046252,0.022162173040691,0.03532299479979,0.055083523041356,0.035235189789588,0.047551580728463,0.015366527263692,0.03343373667186,0.041531572089412,0.036419547966766,0.021385158536611,0.044241724266007,0.012013190136237,0.024115414840554,0.0232397847741,0.084417977783901,0.044815802960278,0.047960005169466,0.00029462058171867,0.0069419261281309,0.023446119254632,0.029201096346851,0.043741044870293,0.035879011810463,0.03966076751825,0.016231347180068,0.032303044414825,0.0098085340353259,0.039895676994812,0.023613144573212,0.017685929098943,0.0025044537064867,0.027576058588053,0.019422397162335,0.011467465640816,0.026341352971799,0.048973438280771,0.0074452957729939,0.03226854976082,0.030630433282868,0.024458891164682,0.017268486213684,0.033842430573212,0.043512385863246,0.018412580382362,0.0077169411912702,0.050998913203666,0.090511259273829,0.0081985559372775,0.0034991796687073,0.0040037596577341,0.020586741755335,0.016780712202374,0.021947605444536,0.012590947366601,0.039891639697031,0.038537414389467,0.03503996506122,0.024402900575912,0.10133293163245,0.031882315706896,0.017817866203065,0.033203138913904,0.041509026332395,0.02219239722545,0.013124633017442,0.017389135087929,0.014180584240719,0.06955606792075,0.00099782069874733,0.02045984455787,0.01005727768476,0.0090752960221719,0.013795055284524,0.043570993645813,0.042434502553089,0.043384123076888,0.0087159794767248,0.035859054333973,0.033931259982825,0.038911456267491,0.026364913247126,0.006807377892669,0.049679341637893,0.03204960185549,0.029029336353113,0.034722201575226,0.022418784380814,0.037524413625077,0.039421125593587,0.049481685711872,0.042595394234938,0.011382110360025,0.032304534033231,0.035757495976479,0.0064468202712229,0.012465707338529,0.017082191574849,0.033005447009457,0.012688911622768,0.032119053820689,0.031362577251352,0.031785415545711,0.015423445527637,0.033090261553921,0.015187787095085,0.038537414389467,0.0089347062638053,0.025310577891587,0.065218911502752,0.044111573448905,0.023831274723227,0.021938245153459,0.012010335923042,0.022142329397857,0.027479343568565,0.013048672843359,0.035459206408943,0.0049753887143814,0.022003987107952,0.043274433438036,0.0079980598506921,0.030011192813703,0.016325382938935,0.010048045124723,0.025256641743718,0.016601001368336,0.042144941671892,0.015769766231971,0.029775447010803,0.030015368036453,0.024002319917068,0.038680902147419,0.028267219238437,0.013287167718628,0.058130640156621,0.050057876290467,0.060276673002979,0.042239650313317,0.011349679466699,0.0099984353117588,0.044974329147929
fashion,0.004802004342039,0.010274112673026,0.031383756143855,0.022512222679565,0.011984468005386,0.013491650803766,1,0.014349088945933,0.011915336173586,0.0076501893422738,0.022766395905195,0.050849716145649,0.013178533181309,0.0031273278110321,0.0020880393414391,0.0085211804278543,0.011473227828961,0.042484213600651,0.0065289465797245,0.014470757900185,0.010703917135279,0.020014595340669,0.022569167619227,0.01541886261104,0.03508524155487,0.01629980846464,0.0020812156258544,0.018754925813121,0.02365673328727,0.021419448993461,0.030269118394492,0.016760860750571,0.032694150444303,0.019378391486158,0.0081558480350275,0.020524892256162,0.014999829280206,0.02384349462381,0.0094900252107803,0.0081639044151363,0.088767567149351,0.024590261984992,0.017654518846006,0.034130949289096,0.072672323306779,0.00056462917032568,0.0052924664536542,0.02284898532188,0.0069535666885807,0.013410060415604,0.011133671176411,0.0043725920290361,0.0089332012523267,0.0071706255796592,0.011867571327231,0.025950057661447,0.017416018707931,0.052687767602013,0.01199681707524,0.0045708913467459,0.015658321149393,0.034647402041741,0.0043411632189885,0.013601248936084,0.0033143827831234,0.009509295256459,0.0071331064483727,0.0090925758500986,0.014548213962775,0.017652732272745,0.0086844528158796,0.019178406086332,0.014531170969739,0.038434865366545,0.021643537947848,0.013592153665421,0.0033772196564917,0.012004972159801,0.0063352477614449,0.019746007449562,0.013322400036104,0.018884775750012,0.045486958472339,0.0034679473533258,0.0099578071683126,0.0069008772257441,0.0047368202664654,0.0094679935153715,0.039598465943827,0.021607275060378,0.010524009214911,0.023474122411511,0.017382969468107,0.021916453297462,0.015198146301618,0.0075723501113709,0.00442184959454,0.013015697496948,0.022290453374438,0.0080213564370011,0.021067095757577,0.010930147909563,0.0074314999941936,0.043134556657376,0.015801656701141,0.0092833215346027,0.013634024733188,0.015135455310301,0.0074685542911642,0.00084550903662371,0.014723403114126,0.015325719495681,0.0099672484301641,0.011399747805017,0.0075742192188006,0.01778596784206,0.0079300229290935,0.066865470247355,0.0067407030583148,0.04678480771441,0.0086844528158796,0.015601301850695,0.009298392109935,0.023837354463229,0.012147586884488,0.028354728806034,0.01547168335634,0.020332181671917,0.015034658307333,0.015034075060912,0.019631725384585,0.0054265858802393,0.026895336804342,0.012633263027806,0.026079795023553,0.0098982660006605,0.0090707240328496,0.0055551853435473,0.022786421219202,0.0053279976793582,0.018210728919006,0.01672534039958,0.0097622655990959,0.0098605102053071,0.011813659451762,0.015420643142378,0.016863078764449,0.0071254183693734,0.012787518135217,0.042982232418296,0.0096866175536475,0.019141014111252,0.014600506885373,0.25129524189771,0.030063492207349,0.04923376717869
fashion,0.041878648331144,0.021396026279999,0.040828233216418,0.0091370822262804,0.018977312930481,0.046951745516605,0.014349088945933,1,0.0045667413659719,0.026632577873607,0.019546037994747,0.0030653543075129,0.029988799620275,0.001974695915324,0.0093184031752465,0.018504827660021,0.041301754037673,0.037542301850871,0.011052474200115,0.04555987526052,0.01345624216639,0.018037497629902,0.016210984901048,0.03924932361996,0.017100810405488,0.038889586343029,0.025078623027843,0.033081203407333,0.037683590956131,0.028139906996025,0.019916274614125,0.022419886361242,0,0.010635839346906,0.027356997649386,0.03125476824159,0.034311930185342,0.021842743949841,0.018278709044769,0.016996522351073,0.027365408995043,0.024502640391493,0.02415974460459,0.035647336513734,0.014887432048256,0.012467623218797,0.0085018336028871,0.043169782389637,0.0040633493354071,0.015934187347027,0.013577801311149,0.010212152819092,0.031010441205864,0.023744516542568,0.015756866329898,0.013733758991458,0.027980059457305,0.021065401102179,0.025220880696093,0.018958844673293,0.021575852541991,0.031444412083024,0.023815698933128,0.0070728753876197,0.019050115363834,0.023987155874549,0.020571756629207,0.021030017049557,0.042022686070256,0.024157299726082,0.019323850834156,0.026273775488542,0.0060232516976526,0.025299520685551,0.040472223792277,0.021282447547342,0.017891423853836,0.020654136532462,0.039418912387043,0.02295535237487,0.027180949893857,0.02672205947515,0.026331403947183,0.0037253738608804,0.024562459286499,0.03550462845274,0.027098134525518,0.0096997116336539,0.026708303477822,0.037471027394492,0.01268994892677,0.007797384281971,0.029421526393366,0.016208711575407,0.027597268211784,0.018191741794007,0.0061211638116815,0.01452569650935,0.056667187051766,0.022351796355715,0.038877314265421,0.040523468592483,0.012637727111296,0.019303575698074,0.024200615364115,0.044308893422493,0.019926853270274,0.012237658818596,0.02009107582686,0.025551740615505,0.0068427892807606,0.038101962123129,0.02049450211649,0.0033689944394045,0.013871274057737,0.083306678300077,0.047286671369204,0.024646508099922,0.0099337758349976,0.015324396486789,0.019323850834156,0.0040046831271956,0.011570366594148,0.043172922615255,0.026552579279401,0.027205011032889,0.030879251362602,0.020304269320092,0.016651853402851,0.01576494730142,0.022822495893458,0.02615271387535,0.0027981718429393,0.032674172372735,0.012614952118862,0.033667426827688,0.016901170594472,0.016796975640778,0.015790664125929,0.011067528782012,0.023091974761585,0.030065968737503,0.014301779740567,0.018674173695582,0.027263614633729,0.0088091288159828,0.028594349162895,0.0098609936581137,0.018051421135975,0.025555185648486,0.030868893866355,0.024867913635731,0.038266795530628,0.0088308037297294,0.019179267008443,0.020777108238185
fashion,0.0072537510022869,0.012917226822012,0.040872113778831,0.0086923105561319,0.0075296855817683,0.020781244896072,0.011915336173586,0.0045667413659719,1,0.021653844536482,0.029470151558622,0.0027713701264402,0.030452365863706,0.0033642247978886,0.011064752680195,0.01072458339452,0.015891574901938,0.018325413663727,0.0001509126607366,0.017107740859192,0.0057260029254174,0.011758238116599,0.028458794052602,0.022385535930244,0.035930525571333,0.015007764152169,0.013921758640836,0.013308103911178,0.019979162036157,0.016131369982068,0.020325499349713,0.021345474900879,0.00015060523988087,0.01735332975249,0.008214537034307,0.017613927792276,0.030007868000397,0.0033090368193692,0.031781077400298,0.0032173852873547,0.024852656161528,0.010712318172684,0.050062482020305,0.01540908313602,0.020322758406299,0.0011676526008301,0.031088941565952,0.023602616213403,0.0059969792377964,0.012959067382676,0.013244753360669,0.018168225028452,0.010494260893101,0.019969760021579,0.010991585396689,0.0057191735558466,0.013258903191078,0.012543230645234,0.010981650171647,0.00052932853537887,0.011135566773916,0.019048621818747,0.013048111056759,0.0053453131843247,0.015392505984123,0.039861840684981,0.024949514865981,0.016332080976251,0.019522618754101,0.050057415878738,0.034615002056371,0.0078126458790651,0.00014605925505113,0.011315652263815,0.013628019247499,0.0070319499250251,0.022517441073909,0.027752312684604,0.011152536848159,0.0086299415189479,0.011929940198402,0.023485794087665,0.0165862926433,0.0003601963886782,0.0043339254303961,0.011968562284349,0.021769000156475,0.015133465964687,0.010158555262717,0.0064120707908779,0.0004888208157655,0.0065593323177436,0.020743984575994,0.031800499400482,0.0091478689364289,0.0060291520538948,0.0016525555778987,0.014840364715098,0.029340255745012,0.0027943206114589,0.044969122984714,0.020073131023045,0.030726712956103,0.0072525420836671,0.012848229072472,0.015107529730164,0.00098153793588552,0.0066936136425817,0.026552192281499,0.0060138437342375,0.032574397869745,0.007684665081282,0.016768329969558,0.00037530897063199,0.0050957637157833,0.010903278434241,0.016693931531023,0.012800110765119,0.015864079853467,0.0035380540437296,0.034615002056371,0.011893053650142,0.0049876607105907,0.022610956406823,0.023511417746937,0.0086295018729544,0.017422645978954,0.0078935223270171,0.020228065496049,0.011842953466595,0.0085799948378306,0.013514658059506,0,0.0039810709961851,0.016136889634335,0.0092651257699101,0.011385338559673,0.0053816476524124,0.012277907096105,0.0066975649251265,0.043529153729167,0.013814122717693,0.0066112925759708,0.0077515812294364,0.015541006057907,0.012862194208001,0.012616888688191,0.011965304602654,0.011048360254159,0.017374351365528,0.0099947890493808,0.015391809547821,0.03137596189411,0.014293583506673,0.0035626772830152,0.019677447897946
music,0.012085927360909,0.042482693814892,0.021946034564955,0.0056712644814752,0.027667552474878,0.056449616093159,0.0076501893422738,0.026632577873607,0.021653844536482,1,0.028508748244792,0.0016187744653846,0.017996891675133,0.029528314156456,0.019013135144312,0.022894566191189,0.018682615740097,0.041089412100446,0.022799195368925,0.042548412875361,0.0095698620518504,0.022693156928477,0.015515607043865,0.042179810832093,0.011241517944666,0.037705958891819,0.0050276397126772,0.015173549104598,0.018772186039375,0.041921337813008,0.011163885484576,0.058466569590055,0.0029721320025751,0.027825448592868,0.016280734764439,0.017221893298804,0.0057706498412919,0.01242154176938,0.018658702212507,0.0084070284442784,0.011935211610694,0.012956056811144,0.053409109807312,0.012901611771856,0.0085539684644136,0.009636274669121,0.01347406428464,0.019124094027602,0.037109454055642,0.021405216201711,0.0096323530393022,0.014710315152587,0.030554519290261,0.031278904760346,0.042086829388373,0.014075634677743,0.040171338500229,0.042550444202455,0.031518406265759,0.012805377474013,0.043393623967085,0.077124623774114,0.014303591309221,0.0015964252147904,0.020034981338154,0.052806104901618,0.01818969763002,0.016934907536501,0.02551032976269,0.053403704999155,0.043829030545621,0.031737245989466,0.012484878665873,0.040500926887536,0.024223083916281,0.021006004782265,0.030073900109747,0.0066878180398632,0.02216642392574,0.012173641243024,0.01957203630397,0.049530088965238,0.065215514875713,0.0042401015088184,0.031554540612609,0.026495698658057,0.010581679228244,0.01904774124549,0.041088409510279,0.023499350147252,0.0065626093402977,0.014815673729213,0.033352794069922,0.040352162747291,0.046867903338385,0.017885467920694,0.0082440887454679,0.030255792073489,0.016926064319462,0.022980466455978,0.052613753776408,0.024439474602887,0.031513392005838,0.020925271836316,0.028278213227125,0.030525945712435,0.033941366760899,0.027419723715068,0.032366881750136,0.0085357590086472,0.013155547022595,0.03085919392584,0.054147834749695,0.013502414403154,0.022872676349051,0.036943427976666,0.0097061539767891,0.012209019652881,0.018162998053137,0.013640256392539,0.043829030545621,0.012813005017262,0.013970093703527,0.052455643318339,0.012188831927781,0.015475950165836,0.044460794221176,0.018306648596608,0.029983930959833,0.020643697621258,0.012103185032415,0.01751893946555,0.0097263535898569,0.024933488019043,0.019806314319178,0.024173340518262,0.022040787294717,0.019979682766005,0.013507683282628,0.024994389845169,0.011182228195645,0.021458979722652,0.012554270018737,0.020898695634556,0.040891575856003,0.014878713051506,0.023393712941237,0.034082086420316,0.0093584595480745,0.058880906468068,0.049422587713157,0.035654177429737,0.021163764553469,0.013034752299567,0.010558067440709,0.025308344789318
